	SRR1267943	SRR1267944	SRR1267945	SRR1267946	SRR1267947	SRR1267948	SRR1267949	SRR1267950	SRR1267951	SRR1267952	SRR1267953	SRR1267954	SRR1267955	SRR1267956	SRR1267957	SRR1267959	SRR1267960	SRR1267961	SRR1267962	SRR1267963	SRR1267964	SRR1267965	SRR1267966	SRR1267967	SRR1267968	SRR1267969	SRR1267970	SRR1267971	SRR1267972	SRR1267973	SRR1267974	SRR1267975	SRR1267976	SRR1267977	SRR1267978	SRR1267979	SRR1267980	SRR1267981	SRR1267982	SRR1267983	SRR1267984	SRR1267985	SRR1267986	SRR1267987	SRR1267988	SRR1267989	SRR1267990	SRR1267991	SRR1267958
ENSMUSG00000029674_Limk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.27	0.0	4.32	0.0	0.0	0.0	0.0	14.94	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000026824_Kcnj3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018417_Myo1b	0.0	0.0	0.0	5704.64	2458.06	3865.95	0.0	2404.6	0.0	1951.35	0.0	0.0	1975.55	3825.34	0.0	0.0	1443.59	0.0	2451.72	7183.2	2693.26	2805.99	8444.52	4579.06	103.15	0.0	4312.09	0.0	14172.66	0.0	5625.86	3234.42	4424.29	0.0	1861.14	1100.48	0.0	0.0	0.0	0.0	3857.38	3578.76	0.0	0.0	4286.04	1302.24	13385.71	2125.86	333.08
ENSMUSG00000002076_Hsf2bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1194.87	0.0	0.0	0.0	496.94	1174.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.37	0.0	0.0	337.47	0.0	0.0	184.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.9	1272.31
ENSMUSG00000070780_Rbm47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.83	0.0	0.0	0.0	1980.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1304.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000034329_Brip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31657.46	0.0	0.0	55720.03	87901.69	39622.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6894.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21185.57
ENSMUSG00000019494_Cops6	0.0	0.0	29277.4	16284.72	1243.0	0.0	0.0	8890.89	0.0	51594.51	261773.04	224202.13	152915.84	102899.48	0.0	84533.96	87468.37	157234.43	0.0	10458.37	33036.49	130587.78	0.0	0.0	0.0	0.0	92345.12	0.0	203730.85	0.0	70700.77	87858.81	123347.08	85992.49	156773.26	114989.64	176821.42	141157.4	188932.79	132842.73	525485.97	204227.59	56411.73	0.0	366836.1	56245.59	0.0	65810.98	0.0
ENSMUSG00000060275_Nrg2	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.25	0.0	0.0	0.0	130.33	0.0	1467.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000041144_Dnah7b	0.0	14114.42	0.0	2534.99	1449.51	4969.75	0.0	1452.41	7403.89	0.0	0.0	0.0	0.0	195.86	0.0	0.0	0.0	0.0	0.0	0.0	152.85	15.62	0.0	5097.31	151.41	0.0	0.0	0.0	0.0	0.0	0.0	37.22	0.0	2.3	0.0	0.0	0.0	31.12	0.0	76.58	0.0	0.0	2.47	0.0	13.66	0.0	0.0	25.67	3470.32
ENSMUSG00000076695_Ighv1-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000052430_Bmpr1b	0.0	0.0	1610.7	1486.07	0.0	0.0	0.0	0.0	0.0	92.64	743.32	10.38	0.0	0.0	0.0	0.0	0.0	0.0	658.17	1553.02	84.09	315.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022353_Mtss1	0.0	0.0	0.0	0.0	541.06	0.0	0.0	0.0	0.0	1250.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.74	0.0	0.0	0.0	0.0	29.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.69	0.0	1088.89	0.0	18.55
ENSMUSG00000021662_Arhgef28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	2.6	0.0	0.0	83.31	0.0	2.41	2.4	0.43	35.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.11	16.79	13.93	10.67	7.0	14.83	4.63	21.12	14.46	3.02	13.5	13.4	24.83	5.22	0.0	19.61	2.48	29.98	1.13	0.0
ENSMUSG00000057439_Kir3dl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000021051_Ppp2r5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000090709_Gm17173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001419_Mef2d	0.0	0.0	140.52	0.0	1122.3	0.0	0.0	556.5	0.0	40.31	266.77	848.09	226.67	229.28	0.0	0.0	598.53	1406.87	451.37	0.0	16.83	38.95	0.0	0.0	0.0	87.28	663.3	0.0	0.0	0.0	28.55	1023.34	171.73	13.74	0.0	126.98	934.63	11.59	257.49	9.07	0.0	1222.89	607.2	0.0	201.04	333.46	39.02	1182.13	22.98
ENSMUSG00000070407_Hs3st3b1	0.0	148.54	0.0	17.45	9.51	65.81	0.0	0.0	0.0	57.47	0.0	0.0	4.73	11.03	0.0	0.0	0.0	0.0	71.51	122.24	10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	2.91	3.71	0.0	1.47	3.05	0.0	0.0	0.0	0.0	16.66	0.0	0.0	7.66	0.0	0.0	0.0	498.41
ENSMUSG00000014303_Glis2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	655.17	0.0	0.0	0.0	1399.27	77.11	0.0	0.0	0.0	0.0	1542.99	0.0	0.0	0.0	0.0	0.0	10.43	0.0	0.0	0.0	0.0	1745.25	0.0	0.0	0.0	0.0	133.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3066.62	0.0	119.26	0.0	0.0
ENSMUSG00000063273_Naa15	0.0	0.0	0.0	172.16	0.0	148.38	0.0	0.0	0.0	0.0	2663.67	10383.3	0.0	1609.37	0.0	0.0	0.0	7638.38	0.0	0.0	0.0	0.0	0.0	0.0	2150.32	0.0	0.0	0.0	0.0	0.0	1445.54	0.0	0.0	802.72	0.0	1056.9	0.0	0.0	1640.9	0.0	0.0	0.0	1336.28	0.0	2967.34	0.0	0.0	1027.67	2947.48
ENSMUSG00000036980_Taf6	0.0	0.0	0.0	31069.94	15315.05	34677.96	0.0	15942.26	0.0	39332.17	33175.49	103010.18	36324.04	22033.91	0.0	16001.72	16009.54	75032.08	0.0	15865.66	24402.17	0.0	27.28	5954.45	17787.48	69185.07	7343.3	0.0	48611.8	0.0	681.12	9442.21	12315.91	3897.85	13956.32	15338.96	8561.14	0.0	1915.84	12295.3	20475.5	7520.81	695.94	0.0	21477.35	8658.36	28568.33	8525.77	641.2
ENSMUSG00000096852_Cyp2d12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000086659_Gm14146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.11	0.0	0.0	2.33	2.26	0.0	14.78	0.0	10.09	12.58	0.0	2.26	0.0	0.0	0.0	0.0	7.82	2.28	0.0	17.85	0.0	12.53	20.06	1.59	0.0	21.85	0.0	0.0	0.0	0.0	0.0	0.0	54.69	1.7	0.0	0.0	1.3	9.79	0.0	4.12
ENSMUSG00000036915_Kirrel2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000070616_Gm13040	0.0	0.0	0.0	0.0	146.73	296.09	0.0	0.0	119.75	9802.09	6869.75	28392.35	3687.4	1870.55	0.0	95397.76	11326.84	8311.25	8141.82	37698.93	10782.69	28503.95	11416.16	0.0	12547.11	6835.78	0.0	0.0	0.0	0.0	32.71	301.18	276.42	57.95	0.0	86.76	412.23	151.69	120.05	77.2	0.0	0.0	64.48	10738.43	309.51	55.86	0.0	185.15	51140.08
ENSMUSG00000022521_Crebbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2934.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000039234_Sec24d	0.0	0.0	2381.53	0.0	710.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024033_Rsph1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.73	0.0	0.0	0.0	0.0	0.0	30.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000061143_Maml3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000064293_Cntn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.91	0.0	1.32	81.99	0.0	0.0	0.0	114.65	0.0	115.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	338.49
ENSMUSG00000024800_Rpp30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11648.24	0.0	0.0	0.0	0.0	0.0	2438.71	3370.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37488.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071714_Csf2rb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000027377_Mall	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000097462_9530026P05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000067571_Ms4a15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071252_2210408I21Rik	0.0	0.0	0.0	216.32	0.0	0.0	0.0	1619.86	0.0	0.0	0.0	0.0	0.0	0.0	502.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831.62	0.0	0.0	0.0	0.0	0.0	0.0	99.38	0.0	0.0	0.0	0.0	0.0	0.0	52.12	0.0	356.18	0.0
ENSMUSG00000033526_Ppip5k1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2121.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000038048_Cntnap5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000085500_Gm16976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022283_Pabpc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39622.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017631_Abr	10059.16	23760.74	0.0	4542.3	0.0	5856.11	0.0	2874.47	11913.37	0.0	0.0	0.0	301.28	173.68	0.0	0.0	50.73	0.0	0.0	0.0	0.0	0.0	11.68	0.0	0.0	0.0	203.49	0.0	0.0	0.0	0.0	192.85	0.0	0.0	0.0	21.99	177.21	0.0	9.88	6.84	0.0	795.12	0.0	0.0	0.0	325.79	0.0	0.0	3000.3
ENSMUSG00000079532_Gm6890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5493.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028747_Htr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028423_Nfx1	0.0	0.0	0.0	2685.01	0.0	0.0	0.0	892.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1442.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022673_Mcm4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4732.38	0.0	0.0	0.0	0.0	1818.19	0.0	0.0	0.0	0.0	0.0	13198.75	0.0	0.0	0.0	24011.96	0.0	34844.62	0.0	0.0	0.0	0.0	0.0	7340.12	0.0	0.0	0.0	17183.51
ENSMUSG00000015942_Gtf2ird2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.13	0.0	3784.69	0.0	528.11	0.0	0.0	0.0	1241.87	0.0	0.0	91.23	0.0	0.0	0.0	0.0	0.0	47.84	0.0	1562.0	0.0	28.59	25.0	47.66	0.0	1744.09	0.0	0.0	1127.64	20.98	114.66	0.0	1641.85	0.0	0.0	166.77	1922.49	0.0	2000.26	0.0
ENSMUSG00000010461_Eya4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000045210_Vcpip1	0.0	0.0	0.0	0.0	537.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000039286_Fndc3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1326.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000042303_Sgsm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.19	0.0	0.0	0.0	0.0	10010.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.87	863.32	0.0	0.0	0.0
ENSMUSG00000012042_4930579F01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022176_Rem2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000074179_Gm10639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.16	0.0	0.0	0.0	0.0	1818.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1485.39	105.21	0.0	0.0
ENSMUSG00000090440_Gm9732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000097228_Gm26597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.67	9.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043535_Setx	0.0	0.0	0.0	2114.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4386.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2202.94
ENSMUSG00000060988_Galnt13	0.0	0.0	61.42	0.0	33.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000036958_Cst11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000053931_Cnn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1943.48	0.0	0.0	0.0	0.0	680.42	0.0	0.0	4678.73	0.0	0.0	862.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	257.66	0.0	0.0	0.0	0.0	28.27	0.0	0.0	0.0	144.04	54.92	0.0	0.0
ENSMUSG00000035798_Zdhhc17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000019894_Slc6a15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1586.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	661.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1043.81	0.0	212.22	0.0	199.53	0.0	293.0	0.0	2015.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3224.24	0.0	0.0	0.0	0.0
ENSMUSG00000029528_Pxn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.35	0.0
