	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENSG00000081800_SLC13A1	18.47	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	2.65	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	0.0	0.0	0.0	0.0	0.0	0.0	1.16
ENSG00000234336_JAZF1-AS1	6.02	0.0	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97	0.0	0.0	0.0	0.0	0.0	7.86	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157827_FMNL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46	7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138802_SEC24B	1635.06	1133.53	257.63	750.2	0.0	533.3	0.0	213.29	0.0	277.28	234.26	204.35	312.64	551.7	462.74	1189.85	1339.62	382.35	1353.97	258.64	0.0	1546.05	0.0	167.69	1177.92	1594.09	1225.87	159.47	126.18	136.84	843.2	876.56	0.0	453.96	743.19	561.63	1297.6	1117.15	997.85	595.23	383.19	565.12	1358.23	804.27	128.14	0.0	655.59	218.32	305.88	0.0	225.76	302.18	523.73
ENSG00000237190_CDKN2AIPNL	0.0	0.0	554.16	0.0	0.0	0.0	1126.6	462.95	487.51	373.67	265.41	191.02	0.0	0.0	0.0	485.77	399.66	144.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510.72	608.07	0.0	0.0	0.0	0.0	0.0	0.0	819.69	492.05	0.0	0.0	0.0	0.0	622.49	0.0	0.0	0.0	312.67	0.0	492.67	0.0	0.0	0.0	0.0	385.12	0.0	0.0
ENSG00000151012_SLC7A11	0.0	0.0	0.0	1869.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000214894_LINC00243	18.07	0.73	0.0	9.69	0.0	0.0	0.0	0.0	0.0	9.48	7.19	1.16	2.41	5.82	0.0	0.0	0.0	0.44	0.0	5.06	57.54	0.0	19.15	0.0	50.75	11.65	0.0	0.0	0.0	0.0	85.55	1.49	31.03	10.86	57.07	0.0	18.97	41.92	0.0	0.46	0.0	0.0	0.0	2.56	0.0	0.0	17.41	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164024_METAP1	0.0	68.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185920_PTCH1	206.97	644.0	54.07	0.0	0.0	119.07	0.0	0.0	0.0	180.9	173.61	184.84	1118.93	213.33	0.0	294.86	414.28	76.79	552.71	0.0	707.95	148.7	815.45	0.0	92.35	149.92	6.86	615.59	82.55	119.22	283.69	0.0	0.0	0.0	200.22	8.32	627.17	311.78	602.54	113.52	146.81	0.0	0.0	71.34	0.0	0.0	3.37	391.2	1769.28	0.0	0.0	0.0	1381.11
ENSG00000092621_PHGDH	383.07	227.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	680.1	88.08	0.0	0.0	0.0	241.52	48.79	64.94	0.0	0.0	0.0	0.0	134.21	17.79	0.0	0.0	0.0	0.0	0.0	117.95	42.23	281.11	115.83	0.89	0.0	0.0	0.0	0.0	0.0	0.0	19.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000080200_CRYBG3	120.4	451.93	186.01	681.27	0.0	413.28	0.0	65.35	0.0	103.1	93.23	261.11	174.38	547.6	121.18	537.59	358.63	495.75	718.0	211.74	962.37	197.86	830.77	0.0	264.51	117.33	162.4	43.75	30.08	0.0	138.06	13.25	166.59	9.55	45.49	0.0	689.3	674.8	0.0	137.87	337.09	0.0	86.19	165.43	0.0	0.0	42.2	0.0	0.0	0.0	75.98	0.0	16.51
ENSG00000164100_NDST3	8.6	1.79	0.72	2.76	0.0	81.18	0.0	0.0	0.0	0.26	0.0	1.36	0.0	0.82	1.24	0.0	1.54	0.0	0.43	5.93	3.74	2.64	169.43	0.0	15.7	3.99	1.02	0.0	0.0	0.0	7.13	2.54	442.87	1.21	1.29	0.27	21.21	3.75	0.0	1.97	1.16	1.86	5.39	0.85	2.66	0.0	0.0	1.26	4.78	0.0	0.0	0.0	2.88
ENSG00000140015_KCNH5	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	2.52	0.0	0.0	0.0	0.0	0.0	48.56	0.0	0.0	0.0	11.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000119685_TTLL5	961.2	1340.33	284.02	852.02	0.0	430.8	0.0	0.0	0.0	0.0	0.0	336.28	175.35	463.48	447.14	855.18	779.33	450.87	760.74	0.0	699.25	177.04	871.09	0.0	948.02	352.05	647.87	0.0	0.0	0.0	680.65	405.2	381.57	1075.52	939.93	425.48	681.86	650.26	893.83	366.22	1321.48	0.0	398.65	268.74	0.0	0.0	243.67	0.0	585.71	0.0	0.0	0.0	0.0
ENSG00000254631_RP11-702H23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000256235_SMIM3	331.88	43.79	0.0	193.53	0.0	120.65	0.0	0.0	0.0	0.0	0.0	44.44	29.65	16.53	97.12	0.0	0.0	58.13	77.92	0.0	184.19	0.0	232.54	0.0	0.0	76.47	0.0	0.0	13.08	0.0	124.1	0.0	0.0	0.0	106.64	127.98	105.61	85.22	0.0	118.04	288.02	0.0	0.0	15.32	0.0	0.0	0.0	0.0	57.2	0.0	0.0	0.0	22.22
ENSG00000275649_RP11-286O1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228222_AC074363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.23	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	3.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000135249_RINT1	0.0	0.0	436.04	699.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	323.38	0.0	0.0	0.0	882.87	840.46	0.0	0.0	0.0	844.04	0.0	947.91	0.0	0.0	0.0	850.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	462.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183117_CSMD1	7.14	0.0	293.25	0.0	0.0	0.0	0.0	0.69	0.0	0.51	0.0	0.08	0.2	38.54	0.0	3.72	0.03	0.0	0.0	0.0	0.0	0.74	0.0	80.29	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.16	17.08	0.0	0.0	0.0	0.0	0.0	0.0	0.18	125.57	0.0	0.66	2.84	0.0	0.0	0.0	135.53	226.53	0.0	5.27	46.36	1.97
ENSG00000230109_RP11-275N1.1	11.98	0.89	0.0	0.0	0.0	0.0	0.0	2.12	0.77	0.0	1.37	2.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.52	2.18	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0
ENSG00000225258_AC009478.1	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261817_RP11-502H18.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000120071_KANSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.09	0.0	609.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940.84	0.0	0.0	0.0	0.0	221.99	0.0	140.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183091_NEB	3.81	4.08	11.52	5.52	0.0	0.69	10.48	2.76	0.9	1.91	2.56	0.0	1.02	2.17	2.92	1.58	0.0	1.67	2.18	0.0	0.0	41.81	0.0	3.72	6.34	1.64	3.11	0.57	6.62	7.64	25.45	262.24	0.0	182.94	4.97	10.34	2.59	4.79	0.0	9.47	25.64	2.36	3.6	2.17	4.1	1.54	2.78	9.81	19.28	0.0	3.36	0.0	7.07
ENSG00000077009_NMRK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251432_RP11-420A23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198382_UVRAG	238.9	289.82	0.0	329.22	558.74	194.93	0.0	98.93	117.5	80.86	74.3	76.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.57	0.0	214.01	224.41	328.2	81.15	0.0	0.0	0.0	633.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000135837_CEP350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.14	0.0	100.44	0.0	0.0	251.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.85
ENSG00000124380_SNRNP27	1991.42	0.0	2077.24	4230.63	0.0	2959.41	1437.53	2331.32	3739.99	1924.64	2100.44	1339.3	2181.89	1793.42	984.84	1579.85	4026.54	2138.73	2932.86	3310.05	0.0	4152.19	0.0	988.7	0.0	1539.04	0.0	1916.32	1205.15	1086.63	3121.41	1408.79	1777.94	3686.36	2895.64	1823.37	3063.19	5397.07	0.0	0.0	1074.89	2438.64	1233.84	1531.82	771.32	1158.08	685.54	2345.51	3754.34	8728.9	1423.45	1737.04	831.11
ENSG00000198590_C3orf35	16.11	5.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08	0.0	4.03	0.0	0.73	7.55	0.0	0.0	0.0	0.0	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.96	37.57	0.0	0.0	3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203780_FANK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.29	0.0	370.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.18	0.0
ENSG00000204136_GGTA1P	0.0	0.0	0.0	0.0	0.0	0.0	14.73	1.73	0.0	0.0	1.12	2.39	11.82	2.44	0.0	0.0	9.18	5.88	0.0	0.0	0.0	7.01	0.0	0.0	0.0	0.0	7.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55	2.39	4.66	82.02	0.0	0.0	0.0	0.0	0.0
ENSG00000188647_PTAR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163378_EOGT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	512.34	0.0	0.0	0.0	0.0	585.78	628.58	452.75	0.0	0.0	626.51	2709.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	806.84	220.57	362.84	0.0	0.0	0.0	0.0	542.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000033800_PIAS1	0.0	0.0	0.0	0.0	0.0	834.92	0.0	0.0	0.0	0.0	0.0	237.67	0.0	0.0	284.5	0.0	0.0	0.0	0.0	0.0	0.0	658.44	0.0	0.0	0.0	554.08	0.0	0.0	0.0	0.0	610.5	386.96	149.86	357.76	709.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000110090_CPT1A	1647.02	2824.06	2144.76	169.79	1024.86	2702.05	482.56	7217.52	6562.7	4482.17	548.4	130.1	3835.69	13498.21	2687.06	5346.2	3576.14	57.74	92.9	4737.76	9871.75	10692.68	26479.07	8912.66	11955.43	7095.52	13321.8	687.47	3289.38	8420.58	3790.24	127.57	235.2	13063.51	7165.43	788.81	1071.51	674.21	5671.58	9188.91	7746.47	0.0	5801.81	13578.23	0.0	0.0	0.0	0.0	0.0	23656.58	6658.92	596.2	4109.06
ENSG00000077514_POLD3	0.0	0.0	36.77	0.0	0.0	61.73	0.0	26.39	40.73	24.8	18.3	0.0	0.0	0.0	0.0	108.69	78.59	0.0	125.29	0.0	0.0	38.99	0.0	3.25	0.0	0.0	335.02	3.85	3.82	7.15	18.98	0.0	0.0	17.06	49.52	148.07	0.0	50.94	0.0	0.0	29.16	11.74	34.95	19.23	11.64	1.74	0.0	0.0	11.6	0.0	12.29	90.47	13.97
ENSG00000141564_RPTOR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	423.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000136542_GALNT5	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000115232_ITGA4	17.11	723.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.73	9.99	35.41	0.0	0.89	11.97	35.87	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	0.0	0.0	0.0	0.0	0.0	201.65	0.0	0.0	22.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198933_TBKBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000173673_HES3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.85	0.0	0.0	7.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186635_ARAP1	0.0	0.0	1285.89	0.0	0.0	1049.66	0.0	3259.1	0.0	0.0	1695.95	459.3	2714.16	2156.06	0.0	528.93	1158.33	0.0	0.0	4172.03	0.0	0.0	0.0	0.0	1184.89	1398.12	721.21	0.0	1796.76	761.07	1195.43	532.04	0.0	0.0	0.0	476.27	0.0	0.0	0.0	516.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8467.52	2303.29	0.0	6553.08
ENSG00000141002_TCF25	0.0	4784.77	4524.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3745.01	7297.48	0.0	0.0	0.0	0.0	5544.75	0.0	1982.24	0.0	0.0	3273.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100532_CGRRF1	145.5	0.0	0.0	0.0	0.0	62.69	0.0	12.05	45.18	13.56	10.02	40.1	35.61	46.92	32.65	117.54	148.56	0.0	0.0	0.0	0.0	134.16	0.0	7.14	145.85	0.0	0.0	23.03	0.0	0.0	0.0	37.57	0.0	0.0	0.0	74.73	295.29	0.0	0.0	92.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.14	47.37	0.0	33.95	0.0	3.17
ENSG00000082438_COBLL1	406.71	134.33	55.42	0.0	0.0	10.13	0.0	0.0	0.0	0.0	0.0	56.08	71.31	299.0	266.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.76	8.35	0.0	0.0	0.0	0.0	575.77	0.0	347.97	192.74	312.39	5.73	17.64	0.0	0.0	0.0	0.0	0.0	111.18	101.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000114127_XRN1	2038.96	2208.79	457.8	720.44	0.0	586.38	99.19	105.44	0.0	231.89	123.62	205.66	548.17	496.13	337.93	636.11	870.28	1525.51	1081.5	208.65	704.67	1870.48	3387.53	130.73	2041.78	1188.62	1013.36	108.87	134.59	129.11	1539.23	673.95	776.79	276.6	684.47	688.24	2114.71	2677.19	671.41	687.94	804.64	342.15	1370.6	349.53	55.35	63.04	273.09	396.14	650.96	454.97	162.14	77.15	152.44
ENSG00000152377_SPOCK1	15704.74	258.68	15568.3	127.71	0.0	10762.05	422.67	50.71	63.41	354.36	776.26	170.91	0.0	0.0	1508.61	335.05	128.42	130.79	0.0	0.0	0.0	10.0	0.0	54.89	0.0	139.67	7.51	127.17	45.16	0.0	0.0	0.0	1959.23	112.67	3.42	1070.69	1.2	0.0	0.0	4.1	0.0	6.27	0.0	0.0	161.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.55
ENSG00000105221_AKT2	0.0	5075.14	0.0	0.0	0.0	3035.92	0.0	0.0	0.0	3518.14	0.0	0.0	17595.62	2172.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2544.0	0.0	2941.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2416.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000134371_CDC73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000089009_RPL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124261.96	201207.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000102098_SCML2	297.45	218.79	89.36	0.0	0.0	500.61	0.0	0.0	0.0	0.0	30.33	96.71	74.56	21.4	32.4	0.0	0.0	23.38	280.87	21.96	134.3	678.09	452.04	109.84	325.85	274.82	752.36	91.76	56.92	94.46	0.0	226.87	167.88	275.3	184.69	35.74	84.93	789.44	414.78	694.59	319.16	114.12	19.68	150.81	0.0	0.0	12.86	0.0	0.0	0.0	107.44	0.0	0.0
ENSG00000248605_CTD-2306M5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000065609_SNAP91	0.0	0.0	0.0	37.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000249000_CTD-2012I17.1	6.5	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.57	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179399_GPC5	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.33	23.26	0.0	0.0	0.0	0.0	0.48	6.59	0.0	0.0	0.15	0.64	0.49	2.58	0.49	0.0	0.0	6.35	0.0	0.0	0.0	0.0	0.54	0.54	0.0	1.28	0.0	0.0
ENSG00000183977_PP2D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000095303_PTGS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.58	140.71	0.0	100.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.98	0.0	0.0	0.0	0.0	0.0	31.92	0.0	0.0	0.0	0.0	0.0	0.0
