	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENSG00000213626_LBH	1557.87	519.04	1061.14	0.0	0.0	132.28	19.74	64.85	88.34	235.48	142.36	976.36	15851.4	638.36	285.77	23.75	5341.06	8.4	0.0	421.08	736.44	241.78	553.35	63.99	373.14	25.52	4.7	50.81	79.27	16.22	9.98	0.62	1637.77	9.51	0.0	2.27	7.03	12.79	0.0	41.44	29.93	0.0	49.79	8.89	38.06	59.75	49.86	323.95	468.32	381.04	13.3	101.99	31.02
ENSG00000259303_IGHV2OR16-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000143320_CRABP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24236.08	32366.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158945.67	0.0	0.0	0.0	0.0	39406.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000124313_IQSEC2	200.69	251.94	0.0	307.97	0.0	222.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	906.65	318.1	0.0	0.0	0.0	622.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251339_RP11-506N2.1	2.25	0.41	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	2.36	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.26	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000134265_NAPG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1024.41	560.56	873.87	0.0	659.83	877.85	0.0	0.0	0.0	1545.43	0.0	0.0	0.0	0.0	0.0	302.77	3337.47	0.0	1863.55	0.0	0.0	0.0	0.0	1005.94	0.0	2318.66	2478.06	826.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2315.09	0.0	0.0	1296.95	0.0	0.0	0.0	0.0	0.0	1029.96
ENSG00000159409_CELF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.46	0.0	936.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182771_GRID1	5.72	0.49	0.58	0.0	6.86	0.0	0.0	0.69	32.47	0.5	0.0	1.18	13.33	0.0	0.0	2.28	0.55	0.0	0.0	0.0	1.15	79.94	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	1.83	66.48	0.0	3.91	0.59	1.34	0.0	0.0	5.47	0.0	4.09	0.0	17.67	0.0	0.0	0.0	43.39	0.0	0.0	0.0	0.0	0.0
ENSG00000260937_RP11-548M13.1	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.9	2.33	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	1.57	0.0	0.0	0.47	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100823_APEX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22183.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17914.66	0.0	0.0	0.0	0.0	7981.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13076.63	52025.86	81298.16	0.0	0.0	0.0	17957.17
ENSG00000156671_SAMD8	216.73	428.24	117.09	523.0	471.12	143.86	59.84	27.65	60.0	43.13	32.79	79.69	0.0	0.0	57.6	170.34	211.47	90.7	0.0	48.43	0.0	165.13	0.0	0.0	123.07	267.72	0.0	29.21	16.0	21.59	270.4	182.84	0.0	118.01	230.74	128.16	0.0	0.0	329.59	0.0	135.37	163.09	272.79	0.0	21.69	17.33	65.52	0.0	98.39	108.5	40.75	56.26	0.0
ENSG00000170390_DCLK2	622.18	261.61	227.3	255.59	0.0	471.94	1262.4	0.98	0.0	0.69	0.0	79.7	830.21	2.65	20.67	8.59	153.22	12.08	0.0	47.44	0.0	456.72	0.0	28.24	82.76	11.75	0.0	104.59	31.67	35.35	38.57	5.12	185.09	36.45	2.46	21.88	0.0	0.0	178.0	47.72	77.55	9.9	338.06	0.0	15.58	9.16	6.61	102.3	143.65	51.63	85.86	26.57	26.75
ENSG00000164742_ADCY1	0.0	0.0	0.0	0.0	0.0	13.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28	0.0	0.0	0.0	833.05	0.0	0.0	0.0	3.28	44.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164163_ABCE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2049.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.61	0.0	0.0	4972.58	0.0	0.0	0.0	2286.08	1499.56	0.0	0.0	0.0	1211.0	0.0	0.0	0.0	0.0	0.0	0.0	1961.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000091106_NLRC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1013.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000129353_SLC44A2	11214.08	14769.17	4125.17	6546.45	0.0	10630.85	1598.48	17463.2	0.0	7434.38	14633.35	12166.91	67415.73	12588.41	13514.97	22094.9	13975.76	16624.3	18578.66	19873.28	32870.49	27350.54	34863.94	25336.01	32194.73	25793.82	41010.05	41990.1	23122.55	26016.12	42332.87	10074.38	8371.46	53131.7	35240.22	13352.09	31825.82	14062.22	25668.39	28104.9	33059.94	33591.85	16732.21	14372.2	63176.85	28119.18	45775.22	15080.8	24351.34	76056.91	35929.91	9121.35	11403.69
ENSG00000135605_TEC	9.7	16.45	1.29	34.74	0.0	1.9	0.0	13.08	0.0	18.17	14.19	3.84	12.16	13.12	14.13	11.39	19.36	2.39	7.31	3.19	12.81	2.44	34.18	0.0	13.16	7.35	28.72	0.56	0.0	0.0	36.97	6.58	38.22	8.16	18.93	11.89	15.55	16.06	5.72	5.38	8.09	0.0	19.03	2.96	0.0	0.0	13.48	0.0	13.93	0.0	0.0	0.0	0.0
ENSG00000106771_TMEM245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1585.41	819.62	608.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000102753_KPNA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3281.17	0.0	0.0	0.0
ENSG00000232667_AC004862.6	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000115137_DNAJC27	0.0	243.27	83.39	283.29	0.0	141.31	87.7	41.07	70.95	27.89	32.11	53.45	48.29	71.07	69.69	191.68	180.36	115.24	0.0	77.53	0.0	288.78	0.0	25.6	0.0	0.0	402.44	43.31	49.3	23.96	0.0	0.0	0.0	84.74	252.06	193.01	0.0	0.0	0.0	166.62	171.73	225.17	146.9	0.0	40.57	37.2	0.0	185.7	230.44	0.0	50.58	4.56	29.45
ENSG00000239572_RP11-451B8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000134644_PUM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4129.75	0.0	1645.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5198.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259471_LINC01169	12.88	0.0	3.15	0.77	0.0	0.0	0.53	0.37	0.14	0.26	0.16	1.11	1.37	24.76	0.28	0.0	0.0	0.0	15.15	0.43	0.0	0.0	0.0	0.0	0.19	0.0	0.38	0.09	0.42	0.0	1.38	0.63	11.03	0.53	0.31	1.29	0.19	1.17	0.0	0.29	1.09	0.0	0.2	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.27
ENSG00000165164_CXorf22	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164684_ZNF704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	18.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.13	16.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.32	19.3
ENSG00000137709_POU2F3	0.0	0.0	1.3	3.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.22	17.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000122783_C7orf49	6760.04	9766.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3284.21	4072.75	4184.76	3374.97	0.0	0.0	0.0	0.0	0.0	0.0	9690.44	0.0	0.0	0.0	0.0	11646.19	0.0	0.0	0.0	0.0	4227.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4075.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142002_DPP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	860.05	0.0	361.84	464.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	858.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	278.86	0.0	0.0	0.0	139.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000070759_TESK2	78.02	207.75	50.6	0.0	0.0	56.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1050.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105248_CCDC94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000080573_COL5A3	0.0	1459.42	4766.49	0.0	0.0	1.99	9.08	0.0	0.0	2.25	0.0	24.17	1.46	0.0	16.5	5.45	1.41	0.0	0.0	42.18	258.01	15.12	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.93	0.0	4.06	0.0	10.63	7.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000267316_RP11-879F14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116260_QSOX1	0.0	0.0	0.0	0.0	0.0	0.0	1782.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000149256_TENM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000135218_CD36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000140598_EFTUD1	0.0	446.36	186.24	0.0	0.0	0.0	0.0	0.0	339.66	95.75	0.0	149.46	144.84	120.58	167.7	383.39	772.19	314.28	208.6	263.44	0.0	616.28	0.0	0.0	815.15	387.54	840.39	0.0	0.0	58.91	443.69	0.0	142.63	311.2	642.65	398.66	243.22	0.0	0.0	258.51	476.28	105.16	613.28	255.96	31.4	25.68	212.85	183.2	0.0	0.0	61.93	0.0	57.02
ENSG00000186469_GNG2	0.0	49.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000249856_CTD-2503O16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000028528_SNX1	8973.5	5130.27	3194.0	0.0	0.0	6445.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6428.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8879.38	0.0	0.0	0.0	0.0	0.0	7303.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496.33	0.0	0.0
ENSG00000227449_KGFLP1	0.0	0.0	0.0	13.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000013392_RWDD2A	365.45	166.22	94.98	365.41	0.0	317.91	125.16	50.42	0.0	70.1	43.12	68.31	89.07	96.95	137.03	204.1	979.52	131.63	190.72	102.99	206.02	802.78	856.24	95.49	1949.83	156.04	313.97	265.49	77.22	200.73	1164.26	131.99	702.71	169.9	501.3	222.23	776.52	1058.81	273.43	333.89	520.27	486.38	1074.38	252.32	186.06	180.31	601.9	270.39	687.73	415.23	220.99	138.54	149.01
ENSG00000151458_ANKRD50	0.0	566.93	118.1	260.54	0.0	387.91	0.0	0.0	0.0	0.0	150.28	0.0	112.5	383.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.53	0.0	0.0	0.0	0.0	703.41	38.83	39.5	0.0	0.0	0.0	459.36	0.0	0.0	0.0	0.0	0.0	0.0	114.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187955_COL14A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	3.05	0.0	11.14	4.42	187.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	0.0	0.0
ENSG00000176771_NCKAP5	6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.27	0.0	4.33	0.0	0.0	0.0	0.0	27.06	3.46	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66
ENSG00000166073_GPR176	0.0	0.0	203.04	0.0	0.0	124.4	0.0	0.0	0.0	0.0	0.0	54.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162624_LHX8	0.0	0.0	23.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.25	0.0	0.0	0.0	0.0	0.0	6.91	0.0	0.0	0.0	0.0	75.94	0.0	548.6	0.0	0.0	0.0	26.43	48.85	0.0	0.0	31.56	0.0	0.0	0.0	0.0	0.0	5.41	44.15	28.09	0.0	0.0	0.0	94.67
ENSG00000106635_BCL7B	718.04	1111.12	2226.7	2223.27	0.0	868.12	0.0	0.0	0.0	0.0	727.11	432.55	662.73	822.78	876.97	742.32	1197.69	786.82	1074.4	0.0	3816.05	3119.86	916.7	0.0	857.74	1458.94	1254.91	0.0	0.0	792.02	874.37	690.22	0.0	0.0	1221.92	545.33	1435.55	1016.95	1855.08	375.75	1427.02	0.0	0.0	918.4	0.0	0.0	269.1	0.0	0.0	0.0	0.0	0.0	546.36
ENSG00000175203_DCTN2	0.0	0.0	6921.2	0.0	0.0	0.0	0.0	5648.65	11400.82	7239.78	6318.51	4857.35	9541.63	4812.77	4230.69	0.0	0.0	4746.76	0.0	2970.31	0.0	0.0	0.0	5090.15	7704.37	12444.92	14479.42	7271.67	6170.48	8830.48	10442.96	6429.99	2432.93	19216.33	10101.74	7746.43	4854.79	7663.81	7018.15	10811.84	15653.69	7997.21	9473.42	9040.72	4628.91	3988.61	3888.98	13129.6	22018.91	41807.27	7915.41	8255.95	4003.42
ENSG00000129003_VPS13C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.28	0.0	0.0
ENSG00000082213_C5orf22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1242.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203326_ZNF525	0.0	780.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000109171_SLAIN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160584_SIK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1454.84	0.0	0.0	0.0	931.92	1785.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000151247_EIF4E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3694.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159556_ISL2	180.18	95.12	6.53	0.0	2652.81	476.07	0.0	158.97	271.5	127.9	34.52	61.79	672.26	133.51	94.17	70.55	0.0	197.97	0.0	153.43	569.46	332.74	0.0	17.83	211.71	0.0	112.38	5.26	4.65	0.0	8.28	23.58	894.54	9.83	85.54	4.99	0.0	0.0	58.14	331.69	39.93	88.78	0.0	15.15	53.09	52.45	7.13	0.0	0.0	0.0	154.3	0.0	525.37
ENSG00000087302_C14orf166	0.0	0.0	0.0	0.0	0.0	24867.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000141293_SKAP1	0.0	6.69	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.94	0.43	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.33	2.06	1.54	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	70.61	94.03	183.68	20.54	0.0	0.0
ENSG00000102383_ZDHHC15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	4.28	0.0	0.0	0.0	0.0
